SYZ,Shiraz,Iran,,Shiraz,
SZA,Soyo,Angola,,Soyo,
SZB,Kuala Lumpur,7Malaysia,,Kuala Lumpur,
SZE,Semera,Ethiopia,,Semera,
SZF,Samsun,Turkey,,Samsun,
SZG,Salzburg,Austria,,Salzburg,
SZI,Zaysan,Kazakhstan,,Zaysan,
SZJ,Isla de la Juventud,Cuba,,Isla de la Juventud,
SZK,Skukuza,South Africa,,Skukuza,
SZL,Knob Noster,Missouri, United States,Knob Noster,
SZM,Sesriem,Namibia,,Sesriem,
SZN,Santa Cruz Island,California, United States,Santa Cruz Island,
SZP,Santa Paula,California, United States,Santa Paula,
SZR,Stara Zagora,Bulgaria,,Stara Zagora,
SZS,Stewart Island,New Zealand,,Stewart Island,
SZU,Ségou,Mali,,Segou,
SZV,Suzhou,Jiangsu, China,Suzhou,
SZW,Schwerin,Mecklenburg-Vorpommern, Germany,Schwerin,
SZX,Shenzhen,Guangdong, China,Shenzhen,
SZY,Szczytno/Olsztyn,Poland,,Szczytno/Olsztyn,
SZZ,Szczecin,Poland,,Szczecin,
TAA,Tarapaina,Solomon Islands,,Tarapaina,
TAB,Tobago,Trinidad and Tobago,,Tobago,
TAC,Tacloban,Philippines,,Tacloban,
TAD,Trinidad,Colorado, United States,Trinidad,
TAE,Daegu,South Korea,,Daegu,
TAF,Oran,Algeria,,Oran,
TAG,Tagbilaran,Philippines,,Tagbilaran,
TAH,Tanna Island,Vanuatu,,Tanna Island,
TAI,Taiz(Ta'izz),Yemen,,Taiz(Ta'izz),
TAJ,Aitape,Papua New Guinea,,Aitape,
TAK,Takamatsu,Shikoku, Japan,Takamatsu,
TAL,Tanana,Alaska, United States,Tanana,
TAM,Tampico,Tamaulipas, Mexico,Tampico,
TAN,Tangalooma,Queensland, Australia,Tangalooma,
TAO,Qingdao,Shandong, China,Qingdao,
TAP,Tapachula,Chiapas, Mexico,Tapachula,
TAQ,Tarcoola,South Australia, Australia,Tarcoola,
TAR,Taranto,Apulia, Italy,Taranto,
TAS,Tashkent,Uzbekistan,,Tashkent,
TAT,Poprad,Slovakia,,Poprad,
TAU,Tauramena,Colombia,,Tauramena,
TAV,Tau,American Samoa,,Tau,
TAW,Tacuarembó,Uruguay,,Tacuarembo,
TAX,Taliabu,Indonesia,,Taliabu,
TAY,Tartu,Estonia,,Tartu,
TBA,Tabibuga,Papua New Guinea,,Tabibuga,
TBB,Tuy Hòa,Vietnam,,Tuy Hoa,
TBC,Tuba City,Arizona, United States,Tuba City,
TBD,Timbiqui,Colombia,,Timbiqui,
TBE,Timbunke,Papua New Guinea,,Timbunke,
TBF,Tabiteuea North,Kiribati,,Tabiteuea North,
TBG,Tabubil,Papua New Guinea,,Tabubil,
TBH,Tablas Island,Philippines,,Tablas Island,
TBI,New Bight,Cat Island,Bahamas,New Bight,
TBJ,Tabarka,Tunisia,,Tabarka,
TBK,Timber Creek,Northern Territory, Australia,Timber Creek,
TBL,Tableland,Western Australia, Australia,Tableland,
TBM,Tumbang Samba,Indonesia,,Tumbang Samba,
TBN,Fort Leonard Wood,Missouri, United States,Fort Leonard Wood,
TBO,Tabora,Tanzania,,Tabora,
TBP,Tumbes,Peru,,Tumbes,
TBQ,Tarabo,Papua New Guinea,,Tarabo,
TBR,Statesboro,Georgia, United States,Statesboro,
TBS,Tbilisi,Georgia,,Tbilisi,
TBT,Tabatinga,Amazonas, Brazil,Tabatinga,
TBV,Tabal Island,Aur Atoll,Marshall Islands,Tabal Island,
TBW,Tambov,Tambov Oblast, Russia,Tambov,
TBY,Tsabong,Botswana,,Tsabong,
TBZ,Tabriz,Iran,,Tabriz,
TCA,Tennant Creek,Northern Territory, Australia,Tennant Creek,
TCB,Treasure Cay,Abaco Islands,Bahamas,Treasure Cay,
TCC,Tucumcari,New Mexico, United States,Tucumcari,
TCD,Tarapacá,Colombia,,Tarapaca,
TCE,Tulcea,Romania,,Tulcea,
TCF,Tocoa,Honduras,,Tocoa,
TCG,Tacheng,Xinjiang, China,Tacheng,
TCH,Tchibanga,Gabon,,Tchibanga,
TCI,Tenerife,Canary Islands, Spain,Tenerife,
TCJ,Torembi,Papua New Guinea,,Torembi,
TCK,Tinboli,Papua New Guinea,,Tinboli,
TCL,Tuscaloosa,Alabama, United States,Tuscaloosa,
TCM,Tacoma,Washington, United States,Tacoma,
TCN,Tehuacán,Puebla, Mexico,Tehuacan,
TCO,Tumaco,Colombia,,Tumaco,
TCP,Taba,Egypt,,Taba,
TCQ,Tacna,Peru,,Tacna,
TCR,Thoothukudi(Tuticorin),Tamil Nadu, India,Thoothukudi(Tuticorin),
TCS,Truth or Consequences,New Mexico, United States,Truth or Consequences,
TCT,Takotna,Alaska, United States,Takotna,
TCU,Thaba 'Nchu,South Africa,,Thaba 'Nchu,
TCW,Tocumwal,New South Wales, Australia,Tocumwal,
TCX,Tabas,Iran,,Tabas,
TCY,Terrace Bay,Namibia,,Terrace Bay,
TCZ,Tengchong,Yunnan, China,Tengchong,
TDA,Trinidad,Colombia,,Trinidad,
TDB,Tetebedi,Papua New Guinea,,Tetebedi,
TDD,Trinidad,Bolivia,,Trinidad,
TDG,Tandag,Philippines,,Tandag,
TDJ,Tadjoura,Djibouti,,Tadjoura,
TDK,Taldykorgan,Kazakhstan,,Taldykorgan,
TDL,Tandil,Buenos Aires, Argentina,Tandil,
TDN,Theda Station,Western Australia, Australia,Theda Station,
TDO,Toledo,Washington, United States,Toledo,
TDP,Trompeteros,Peru,,Trompeteros,
TDR,Theodore,Queensland, Australia,Theodore,
TDS,Sasereme,Papua New Guinea,,Sasereme,
TDT,Timbavati,South Africa,,Timbavati,
TDV,Tanandava,Madagascar,,Tanandava,
TDW,Amarillo,Texas, United States,Amarillo,
TDX,Trat,Thailand,,Trat,
TDZ,Toledo,Ohio, United States,Toledo,
TEA,Tela,Honduras,,Tela,
TEB,Teterboro,New Jersey, United States,Teterboro,
TEC,Telêmaco Borba,Paraná, Brazil,Telemaco Borba,
TED,Thisted,Denmark,,Thisted,
TEE,Tébessa,Algeria,,Tebessa,
TEF,Telfer,Western Australia, Australia,Telfer,
TEG,Tenkodogo,Burkina Faso,,Tenkodogo,
TEH,Tetlin,Alaska, United States,Tetlin,
TEI,Tezu,Arunachal Pradesh, India,Tezu,
TEK,Tatitlek,Alaska, United States,Tatitlek,
TEL,Telupid,Sabah, Malaysia,Telupid,
TEM,Temora,New South Wales, Australia,Temora,
TEN,Tongren,Guizhou, China,Tongren,
TEO,Terapo,Papua New Guinea,,Terapo,
TEP,Teptep,Papua New Guinea,,Teptep,
TER,Terceira Island,Azores,Portugal,Terceira Island,
TES,Teseney,Eritrea,,Teseney,
TET,Tete,Mozambique,,Tete,
TEU,Te Anau,New Zealand,,Te Anau,
TEV,Teruel,Aragon, Spain,Teruel,
TEX,Telluride,Colorado, United States,Telluride,
TEY,Thingeyri(Þingeyri),Iceland,,Thingeyri(Þingeyri),
TEZ,Tezpur,Assam, India,Tezpur,
TFB,Tifalmin,Papua New Guinea,,Tifalmin,
TFF,Tefé,Amazonas, Brazil,Tefe,
TFI,Tufi,Papua New Guinea,,Tufi,
TFL,Teófilo Otoni,Minas Gerais, Brazil,Teofilo Otoni,
TFM,Telefomin,Papua New Guinea,,Telefomin,
TFN,Tenerife,Canary Islands, Spain,Tenerife,
TFR,10th of Ramadan City,Egypt,,Tenth of Ramadan City,
TFS,Tenerife,Canary Islands, Spain,Tenerife,
TFT,Taftan,Pakistan,,Taftan,
TGA,Singapore,,,Singapore,
TGB,Rizal,Philippines,,Rizal,
TGC,Tanjung Manis,Sarawak, Malaysia,Tanjung Manis,
TGD,Podgorica,Montenegro,,Podgorica,
TGE,Tuskegee,Alabama, United States,Tuskegee,
TGG,Kuala Terengganu,Terengganu, Malaysia,Kuala Terengganu,
TGH,Tongoa,Shefa,Vanuatu,Tongoa,
TGI,Tingo María,Peru,,Tingo Maria,
TGJ,Tiga Island,Loyalty Islands,New Caledonia,Tiga Island,
TGK,Taganrog,Rostov Oblast, Russia,Taganrog,
TGL,Vanatinai(Tagula Island),Papua New Guinea,,Vanatinai(Tagula Island),
TGN,Traralgon,Victoria, Australia,Traralgon,
TGO,Tongliao,Inner Mongolia, China,Tongliao,
TGP,Bor,Krasnoyarsk Krai, Russia,Bor,
TGQ,Tangará da Serra,Mato Grosso, Brazil,Tangara da Serra,
TGR,Touggourt,Algeria,,Touggourt,
TGS,Chokwe,Mozambique,,Chokwe,
TGT,Tanga,Tanzania,,Tanga,
TGU,Tegucigalpa,Honduras,,Tegucigalpa,
TGV,Targovishte,Bulgaria,,Targovishte,
TGZ,Tuxtla Gutiérrez,Chiapas, Mexico,Tuxtla Gutierrez,
THA,Tullahoma,Tennessee, United States,Tullahoma,
THB,Thaba-Tseka,Lesotho,,Thaba-Tseka,
THC,Tchien,Liberia,,Tchien,
THD,Thanh Hóa,Vietnam,,Thanh Hoa,
THE,Teresina,Piauí, Brazil,Teresina,
THG,Thangool,Queensland, Australia,Thangool,
THH,Taharoa,New Zealand,,Taharoa,
THI,Tichit,Mauritania,,Tichit,
THK,Thakhek,Laos,,Thakhek,
THL,Tachileik(Tachilek),Myanmar,,Tachileik(Tachilek),
THM,Thompson Falls,Montana, United States,Thompson Falls,
THN,Trollhättan/Vänersborg,Sweden,,Trollhattan/Vanersborg,
THO,Thorshofn(Þórshöfn),Iceland,,Thorshofn(Þorshofn),
THP,Thermopolis,Wyoming, United States,Thermopolis,
THQ,Tianshui,Gansu, China,Tianshui,
THR,Tehran,Iran,,Tehran,
THS,Sukhothai,Thailand,,Sukhothai,
THT,Tamchakett,Mauritania,,Tamchakett,
THU,Pituffik,Greenland,,Pituffik,
THV,York,Pennsylvania, United States,York,
THW,Trincomalee,Sri Lanka,,Trincomalee,
THX,Turukhansk,Krasnoyarsk Krai, Russia,Turukhansk,
THY,Thohoyandou,South Africa,,Thohoyandou,
THZ,Tahoua,Niger,,Tahoua,
TIA,Tirana,Albania,,Tirana,
TIB,Tibú,Colombia,,Tibu,
TIC,Tinak Island,Arno Atoll,Marshall Islands,Tinak Island,
TID,Tiaret,Algeria,,Tiaret,
TIE,Tepi(Tippi),Ethiopia,,Tepi(Tippi),
TIF,Ta'if,Saudi Arabia,,Ta'if,
TIG,Tingwon,Papua New Guinea,,Tingwon,
TIH,Tikehau,Tuamotus,French Polynesia,Tikehau,
TII,Tarinkot(Tarin Kowt),Afghanistan,,Tarinkot(Tarin Kowt),
TIJ,Tijuana,Baja California, Mexico,Tijuana,
TIK,Oklahoma City,Oklahoma, United States,Oklahoma City,
TIL,Cheadle,Alberta, Canada,Cheadle,
TIM,Tembagapura/Timika,Indonesia,,Tembagapura/Timika,
TIN,Tindouf,Algeria,,Tindouf,
TIO,Htilin(Tilin),Myanmar,,Htilin(Tilin),
TIP,Tripoli,Libya,,Tripoli,
TIQ,Tinian,Northern Mariana Islands,,Tinian,
TIR,Tirupati,Andhra Pradesh, India,Tirupati,
TIU,Timaru,New Zealand,,Timaru,
TIV,Tivat,Montenegro,,Tivat,
TIW,Tacoma,Washington, United States,Tacoma,
TIX,Titusville,Florida, United States,Titusville,
TIY,Tidjikja,Mauritania,,Tidjikja,
TIZ,Tari,Papua New Guinea,,Tari,
TJA,Tarija,Bolivia,,Tarija,
TJB,Tanjung Balai,Indonesia,,Tanjung Balai,
TJC,Ticantiquí,Panama,,Ticantiqui,
TJG,Tanjung,Indonesia,,Tanjung,
TJH,Toyooka,Honshu, Japan,Toyooka,
TJI,Trujillo,Honduras,,Trujillo,
TJK,Tokat,Turkey,,Tokat,
TJL,Três Lagoas,Mato Grosso do Sul, Brazil,Tres Lagoas,
TJM,Tyumen,Tyumen Oblast, Russia,Tyumen,
TJN,Takume,Tuamotus,French Polynesia,Takume,
TJQ,Tanjung Pandan,Indonesia,,Tanjung Pandan,
TJS,Tanjung Selor,Indonesia,,Tanjung Selor,
TJU,Kulob,Tajikistan,,Kulob,
TJV,Thanjavur,Tamil Nadu, India,Thanjavur,
TKA,Talkeetna,Alaska, United States,Talkeetna,
TKB,Tekadu,Papua New Guinea,,Tekadu,
TKC,Tiko,Cameroon,,Tiko,
TKD,Sekondi-Takoradi,Ghana,,Sekondi-Takoradi,
TKE,Tenakee Springs,Alaska, United States,Tenakee Springs,
TKF,Truckee,California, United States,Truckee,
TKG,Bandar Lampung,Indonesia,,Bandar Lampung,
TKH,Takhli,Thailand,,Takhli,
TKI,Tokeen,Alaska, United States,Tokeen,
TKJ,Tok,Alaska, United States,Tok,
TKK,Chuuk,Federated States of Micronesia,,Chuuk,
TKL,Taku Lodge,Alaska, United States,Taku Lodge,
TKN,Tokunoshima,Amami Islands, Japan,Tokunoshima,
TKO,Tlokoeng,Lesotho,,Tlokoeng,
TKP,Takapoto,Tuamotus,French Polynesia,Takapoto,
TKQ,Kigoma,Tanzania,,Kigoma,
TKR,Thakurgaon,Bangladesh,,Thakurgaon,
TKS,Tokushima,Shikoku, Japan,Tokushima,
TKT,Tak,Thailand,,Tak,
TKU,Turku,Finland,,Turku,
TKV,Tatakoto,Tuamotus,French Polynesia,Tatakoto,
TKW,Tekin,Papua New Guinea,,Tekin,
TKX,Takaroa,Tuamotus,French Polynesia,Takaroa,
TKY,Warmun(Turkey Creek),Western Australia, Australia,Warmun(Turkey Creek),
TKZ,Tokoroa,New Zealand,,Tokoroa,
TLA,Teller,Alaska, United States,Teller,
TLB,Tarbela Dam,Pakistan,,Tarbela Dam,
TLC,Toluca,State of Mexico, Mexico,Toluca,
TLD,Tuli Lodge,Botswana,,Tuli Lodge,
TLE,Toliara,Madagascar,,Toliara,
TLF,Telida,Alaska, United States,Telida,
TLG,Tulagi,Solomon Islands,,Tulagi,
TLH,Tallahassee,Florida, United States,Tallahassee,
TLI,Tolitoli,Indonesia,,Tolitoli,
TLJ,Tatalina,Alaska, United States,Tatalina,
TLK,Talakan,Yakutia, Russia,Talakan,
TLL,Tallinn,Estonia,,Tallinn,
TLM,Tlemcen,Algeria,,Tlemcen,
TLN,Toulon/Hyères,Provence-Alpes-Côte d'Azur, France,Toulon/Hyeres,
TLO,Tol,Papua New Guinea,,Tol,
TLP,Tumolbil,Papua New Guinea,,Tumolbil,
TLQ,Turpan,Xinjiang, China,Turpan,
TLR,Tulare,California, United States,Tulare,
TLS,Toulouse,Midi-Pyrénées, France,Toulouse,
TLT,Tuluksak,Alaska, United States,Tuluksak,
TLU,Tolú,Colombia,,Tolu,
TLV,Tel Aviv,Israel,,Tel Aviv,
TLW,Talasea,Papua New Guinea,,Talasea,
TLX,Talca,Chile,,Talca,
TLY,Plastun,Primorsky Krai, Russia,Plastun,
TLZ,Catalão,Goiás, Brazil,Catalao,
TMA,Tifton,Georgia, United States,Tifton,
TMB,Miami,Florida, United States,Miami,
TMC,Tambolaka,Indonesia,,Tambolaka,
TMD,Timbédra,Mauritania,,Timbedra,
TME,Tame,Colombia,,Tame,
TMF,Thimarafushi,Thaa Atoll,Maldives,Thimarafushi,
TMG,Tommanggong,Sabah, Malaysia,Tommanggong,
TMH,Tanahmerah,Indonesia,,Tanahmerah,
TMI,Tumlingtar,Nepal,,Tumlingtar,
TMJ,Termez,Uzbekistan,,Termez,
TML,Tamale,Ghana,,Tamale,
TMM,Toamasina,Madagascar,,Toamasina,
TMN,Tamana,Kiribati,,Tamana,
TMO,Tumeremo,Venezuela,,Tumeremo,
TMP,Tampere,Finland,,Tampere,
TMQ,Tambao,Burkina Faso,,Tambao,
TMR,Tamanrasset,Algeria,,Tamanrasset,
TMS,São Tomé,São Tomé and Príncipe,,Sao Tome,
TMT,Porto Trombetas/Oriximiná,Pará, Brazil,Porto Trombetas/Oriximina,
TMU,Tambor,Costa Rica,,Tambor,
TMW,Tamworth,New South Wales, Australia,Tamworth,
TMX,Timimoun,Algeria,,Timimoun,
TMY,Tiom,Indonesia,,Tiom,
TMZ,Thames,New Zealand,,Thames,
TNA,Jinan,Shandong, China,Jinan,
TNB,Tanah Grogot,Indonesia,,Tanah Grogot,
TNC,Tin City,Alaska, United States,Tin City,
TND,Trinidad,Cuba,,Trinidad,
TNF,Toussus-le-Noble,Île-de-France, France,Toussus-le-Noble,
TNG,Tangier,Morocco,,Tangier,
TNH,Tonghua,Jilin, China,Tonghua,
TNI,Satna,Madhya Pradesh, India,Satna,
TNJ,Tanjung Pinang,Indonesia,,Tanjung Pinang,
TNK,Tununak,Alaska, United States,Tununak,
TNL,Ternopil,Ukraine,,Ternopil,
TNM,King George Island,Antarctica,,King George Island,
TNN,Tainan,Taiwan,,Tainan,
TNO,Tamarindo,Costa Rica,,Tamarindo,
TNP,Twentynine Palms,California, United States,Twentynine Palms,
TNQ,Teraina,Kiribati,,Teraina,
TNR,Antananarivo,Madagascar,,Antananarivo,
TNS,Tungsten,Northwest Territories, Canada,Tungsten,
TNT,Miami,Florida, United States,Miami,
TNU,Newton,Iowa, United States,Newton,
TNV,Tabuaeran,Kiribati,,Tabuaeran,
TNW,Tena,Ecuador,,Tena,
TNX,Stung Treng,Cambodia,,Stung Treng,
TNZ,Tosontsengel,Mongolia,,Tosontsengel,
TOA,Torrance,California, United States,Torrance,
TOB,Tobruk,Libya,,Tobruk,
TOC,Toccoa,Georgia, United States,Toccoa,
TOD,Tioman Island,Pahang, Malaysia,Tioman Island,
TOE,Tozeur,Tunisia,,Tozeur,
TOF,Tomsk,Tomsk Oblast, Russia,Tomsk,
TOG,Togiak,Alaska, United States,Togiak,
TOH,Torres Islands,Vanuatu,,Torres Islands,
TOI,Troy,Alabama, United States,Troy,
TOJ,Madrid,Community of Madrid, Spain,Madrid,
TOK,Torokina,Papua New Guinea,,Torokina,
TOL,Toledo,Ohio, United States,Toledo,
TOM,Timbuktu(Tombouctou),Mali,,Timbuktu(Tombouctou),
TON,Tonu,Papua New Guinea,,Tonu,
TOO,San Vito,Costa Rica,,San Vito,
TOP,Topeka,Kansas, United States,Topeka,
TOQ,Tocopilla,Chile,,Tocopilla,
TOR,Torrington,Wyoming, United States,Torrington,
TOS,Tromsø,Norway,,Tromso,
TOT,Totness,Suriname,,Totness,
TOU,Touho,New Caledonia,,Touho,
TOV,Tortola,British Overseas TerritoryofVirgin Islands,,Tortola,
TOW,Toledo,Paraná, Brazil,Toledo,
TOX,Tobolsk,Tyumen Oblast, Russia,Tobolsk,
TOY,Toyama,Honshu, Japan,Toyama,
TOZ,Touba,Ivory Coast,,Touba,
TPA,Tampa,Florida, United States,Tampa,
TPC,Tarapoa,Ecuador,,Tarapoa,
TPE,Taoyuan,Taiwan,,Taoyuan,
TPF,Tampa,Florida, United States,Tampa,
TPG,Taiping,Perak, Malaysia,Taiping,
TPH,Tonopah,Nevada, United States,Tonopah,
TPI,Tapini,Papua New Guinea,,Tapini,
TPJ,Taplejung,Nepal,,Taplejung,
TPK,Tapaktuan,Indonesia,,Tapaktuan,
TPL,Temple,Texas, United States,Temple,
TPN,Tiputini,Ecuador,,Tiputini,
TPP,Tarapoto,Peru,,Tarapoto,
TPQ,Tepic,Nayarit, Mexico,Tepic,
TPR,Tom Price,Western Australia, Australia,Tom Price,
TPS,Trapani,Sicily, Italy,Trapani,
TPT,Tapeta,Liberia,,Tapeta,
TPU,Tikapur,Nepal,,Tikapur,
TQD,Fallujah,Iraq,,Fallujah,
TQL,Tarko-Sale,Yamalo-Nenets Autonomous Okrug, Russia,Tarko-Sale,
TQN,Taloqan,Afghanistan,,Taloqan,
TQP,Trepell,Queensland, Australia,Trepell,
TQQ,Tomia Island,Indonesia,,Tomia Island,
TQS,Tres Esquinas,Colombia,,Tres Esquinas,
TRA,Tarama,Miyako Islands, Japan,Tarama,
TRB,Turbo,Colombia,,Turbo,
TRC,Torreón,Coahuila, Mexico,Torreon,
TRD,Trondheim,Norway,,Trondheim,
TRE,Tiree,Scotland, United Kingdom,Tiree,
TRF,Sandefjord/Oslo,Norway,,Sandefjord/Oslo,
TRG,Tauranga,New Zealand,,Tauranga,
TRH,Trona,California, United States,Trona,
TRI,Bristol/Johnson City/Kingsport,Tennessee, United States,Bristol/Johnson City/Kingsport,
TRJ,Tarakbits,Papua New Guinea,,Tarakbits,
TRK,Tarakan,Indonesia,,Tarakan,
TRL,Terrell,Texas, United States,Terrell,
TRM,Thermal,California, United States,Thermal,
TRN,Turin,Piedmont, Italy,Turin,
TRO,Taree,New South Wales, Australia,Taree,
TRQ,Tarauacá,Acre, Brazil,Tarauaca,
TRR,Trincomalee,Sri Lanka,,Trincomalee,
TRS,Trieste,Friuli-Venezia Giulia, Italy,Trieste,
TRU,Trujillo,Peru,,Trujillo,
TRV,Thiruvananthapuram,Kerala, India,Thiruvananthapuram,
TRW,Tarawa,Kiribati,,Tarawa,
TRX,Trenton,Missouri, United States,Trenton,
TRY,Tororo,Uganda,,Tororo,
TRZ,Tiruchirappalli(Tiruchchirappalli),Tamil Nadu, India,Tiruchirappalli(Tiruchchirappalli),
TSA,Taipei,Taiwan,,Taipei,
TSB,Tsumeb,Namibia,,Tsumeb,
TSC,Taisha,Ecuador,,Taisha,
TSD,Tshipise,South Africa,,Tshipise,
TSE,Astana,Kazakhstan,,Astana,
TSF,Treviso/Venice,Veneto, Italy,Treviso/Venice,
TSG,Tanacross,Alaska, United States,Tanacross,
TSH,Tshikapa,Democratic Republic of the Congo,,Tshikapa,
TSI,Tsili Tsili(Tsile Tsile),Papua New Guinea,,Tsili Tsili(Tsile Tsile),
TSJ,Tsushima,Tsushima Island, Japan,Tsushima,
TSK,Taskul,Papua New Guinea,,Taskul,
TSL,Tamuín,San Luis Potosí, Mexico,Tamuin,
TSM,Taos,New Mexico, United States,Taos,
TSN,Tianjin, China,,Tianjin,
TSP,Tehachapi,California, United States,Tehachapi,
TSQ,Torres,Rio Grande do Sul, Brazil,Torres,
TST,Trang,Thailand,,Trang,
TSU,Tabiteuea South,Kiribati,,Tabiteuea South,
TSV,Townsville,Queensland, Australia,Townsville,
TSW,Tsewi,Papua New Guinea,,Tsewi,
TSY,Tasikmalaya,West Java,Indonesia,Tasikmalaya,
TSX,Tanjung Santan,Indonesia,,Tanjung Santan,
TSZ,Tsetserleg,Mongolia,,Tsetserleg,
TTA,Tan-Tan,Morocco,,Tan-Tan,
TTB,Tortolì,Sardinia, Italy,Tortoli,
TTC,Taltal,Chile,,Taltal,
TTD,Portland,Oregon, United States,Portland,
TTE,Ternate,Indonesia,,Ternate,
TTG,Tartagal,Salta, Argentina,Tartagal,
TTH,Thumrait,Oman,,Thumrait,
TTI,Tetiaroa,Society Islands,French Polynesia,Tetiaroa,
TTJ,Tottori,Honshu, Japan,Tottori,
TTL,Nanuya Levu,Fiji,,Nanuya Levu,
TTM,Tablón de Tamará,Colombia,,Tablon de Tamara,
TTN,Trenton,New Jersey, United States,Trenton,
TTO,Britton,South Dakota, United States,Britton,
TTQ,Tortuguero,Costa Rica,,Tortuguero,
TTR,Tana Toraja,Indonesia,,Tana Toraja,
TTS,Tsaratanana,Madagascar,,Tsaratanana,
TTT,Taitung,Taiwan,,Taitung,
TTU,Tétouan,Morocco,,Tetouan,
TTW,Tissamaharama,Sri Lanka,,Tissamaharama,
TTX,Mungalalu,Western Australia, Australia,Mungalalu,
TUA,Tulcán,Ecuador,,Tulcan,
TUB,Tubuai,French Polynesia,,Tubuai,
TUC,San Miguel de Tucumán,Tucumán, Argentina,San Miguel de Tucuman,
TUD,Tambacounda,Senegal,,Tambacounda,
TUF,Tours,Centre-Val de Loire, France,Tours,
TUG,Tuguegarao,Philippines,,Tuguegarao,
TUI,Turaif,Saudi Arabia,,Turaif,
TUJ,Tum,Ethiopia,,Tum,
TUK,Turbat,Pakistan,,Turbat,
TUL,Tulsa,Oklahoma, United States,Tulsa,
TUM,Tumut,New South Wales, Australia,Tumut,
TUN,Tunis,Tunisia,,Tunis,
TUO,Taupo,New Zealand,,Taupo,
TUP,Tupelo,Mississippi, United States,Tupelo,
TUQ,Tougan,Burkina Faso,,Tougan,
TUR,Tucuruí,Pará, Brazil,Tucurui,
TUS,Tucson,Arizona, United States,Tucson,
TUT,Tauta,Papua New Guinea,,Tauta,
TUU,Tabuk,Saudi Arabia,,Tabuk,
TUV,Tucupita,Venezuela,,Tucupita,
TUW,Tubala(Tubualá),Panama,,Tubala(Tubuala),
TUX,Tumbler Ridge,British Columbia, Canada,Tumbler Ridge,
TUY,Tulum,Quintana Roo, Mexico,Tulum,
TUZ,Tucumã,Pará, Brazil,Tucuma,
TVA,Morafenobe,Madagascar,,Morafenobe,
TVC,Traverse City,Michigan, United States,Traverse City,
TVF,Thief River Falls,Minnesota, United States,Thief River Falls,
TVI,Thomasville,Georgia, United States,Thomasville,
TVL,South Lake Tahoe,California, United States,South Lake Tahoe,
TVS,Tangshan,Hebei, China,Tangshan,
TVU,Taveuni,Fiji,,Taveuni,
TVY,Dawei,Myanmar,,Dawei,
TWA,Twin Hills,Alaska, United States,Twin Hills,
TWB,Toowoomba,Queensland, Australia,Toowoomba,
TWD,Port Townsend,Washington, United States,Port Townsend,
TWE,Taylor,Alaska, United States,Taylor,
TWF,Twin Falls,Idaho, United States,Twin Falls,
TWN,Tewantin,Queensland, Australia,Tewantin,
TWP,Torwood,Queensland, Australia,Torwood,
TWT,Tawitawi Island(Tawi-Tawi),Philippines,,Tawitawi Island(Tawi-Tawi),
TWU,Tawau,Sabah, Malaysia,Tawau,
TWY,Tawa,Papua New Guinea,,Tawa,
TWZ,Twizel,New Zealand,,Twizel,
TXF,Teixeira de Freitas,Bahia, Brazil,Teixeira de Freitas,
TXK,Texarkana,Arkansas, United States,Texarkana,
TXL,Berlin, Germany,,Berlin,
TXM,Teminabuan,Indonesia,,Teminabuan,
TXN,Huangshan,Anhui, China,Huangshan,
TXR,Tanbar,Queensland, Australia,Tanbar,
TXU,Tabou,Ivory Coast,,Tabou,
TYA,Tula,Tula Oblast, Russia,Tula,
TYB,Tibooburra,New South Wales, Australia,Tibooburra,
TYD,Tynda,Amur Oblast, Russia,Tynda,
TYE,Tyonek,Alaska, United States,Tyonek,
TYF,Torsby,Sweden,,Torsby,
TYG,Thylungra,Queensland, Australia,Thylungra,
TYL,Talara,Peru,,Talara,
TYM,Staniel Cay,Exuma Islands,Bahamas,Staniel Cay,
TYN,Taiyuan,Shanxi, China,Taiyuan,
TYO,Tokyo,Honshu, Japan,Tokyo,
TYP,Tobermorey,Northern Territory, Australia,Tobermorey,
TYR,Tyler,Texas, United States,Tyler,
TYS,Knoxville,Tennessee, United States,Knoxville,
TYT,Treinta y Tres,Uruguay,,Treinta y Tres,
TYZ,Taylor,Arizona, United States,Taylor,
TZA,Belize City,Belize,,Belize City,
TZC,Caro,Michigan, United States,Caro,
TZL,Tuzla,Bosnia and Herzegovina,,Tuzla,
TZM,Tizimín,Yucatán, Mexico,Tizimin,
TZN,South Andros,Andros Island,Bahamas,South Andros,
TZO,Ankisatra,Madagascar,,Ankisatra,
TZX,Trabzon,Turkey,,Trabzon,
UAB,Adana,Turkey,,Adana,
UAC,San Luis Río Colorado,Sonora, Mexico,San Luis Rio Colorado,
UAE,Mount Aue,Papua New Guinea,,Mount Aue,
UAH,Ua Huka,Marquesas Islands,French Polynesia,Ua Huka,
UAI,Suai,East Timor,,Suai,
UAK,Narsarsuaq,Greenland,,Narsarsuaq,
UAL,Luau,Angola,,Luau,
UAM,HagAtña(Agana),Guam,,HagAtna(Agana),
UAP,Ua Pou,Marquesas Islands,French Polynesia,Ua Pou,
UAQ,San Juan,San Juan, Argentina,San Juan,
UAR,Bouarfa,Morocco,,Bouarfa,
UAS,Samburu,Kenya,,Samburu,
UAX,Uaxactun,Guatemala,,Uaxactun,
UBA,Uberaba,Minas Gerais, Brazil,Uberaba,
UBB,Mabuiag Island,Queensland, Australia,Mabuiag Island,
UBI,Buin,Papua New Guinea,,Buin,
